"id","id_agricultor","ano_producao","id_certificacao"
1673,518,2013,1
1605,519,2012,1
2141,519,2013,1
1280,520,2012,1
1816,520,2013,1
1238,521,2012,1
1774,521,2013,1
1281,522,2012,1
1817,522,2013,1
1092,523,2012,1
1628,523,2013,1
1395,524,2012,1
1931,524,2013,1
1207,525,2012,1
1743,525,2013,1
1254,526,2012,1
1790,526,2013,1
1606,527,2012,1
2142,527,2013,1
1290,528,2012,1
1826,528,2013,1
1093,529,2012,1
1629,529,2013,1
1581,530,2012,1
2117,530,2013,1
1595,531,2012,1
2131,531,2013,1
1479,532,2012,1
2015,532,2013,1
1451,533,2012,1
1987,533,2013,1
1094,534,2012,1
1630,534,2013,1
1255,535,2012,1
1791,535,2013,1
1339,536,2012,1
1875,536,2013,1
278,1,2010,2
53,2,2010,2
589,2,2011,2
109,3,2010,2
645,3,2011,2
184,4,2010,2
720,4,2011,2
338,5,2010,2
874,5,2011,2
380,6,2010,2
916,6,2011,2
54,7,2010,2
590,7,2011,2
1,8,2010,2
537,8,2011,2
381,9,2010,2
917,9,2011,2
231,10,2010,2
767,10,2011,2
305,11,2010,2
841,11,2011,2
2,12,2010,2
538,12,2011,2
415,13,2010,2
951,13,2011,2
484,14,2010,2
1020,14,2011,2
268,15,2010,2
804,15,2011,2
232,16,2010,2
768,16,2011,2
510,17,2010,2
1046,17,2011,2
34,18,2010,2
570,18,2011,2
233,19,2010,2
769,19,2011,2
339,20,2010,2
875,20,2011,2
450,21,2010,2
986,21,2011,2
185,22,2010,2
721,22,2011,2
167,23,2010,2
703,23,2011,2
78,24,2010,2
614,24,2011,2
79,25,2010,2
615,25,2011,2
234,26,2010,2
770,26,2011,2
3,27,2010,2
539,27,2011,2
223,28,2010,2
759,28,2011,2
279,29,2010,2
815,29,2011,2
437,30,2010,2
973,30,2011,2
137,31,2010,2
673,31,2011,2
101,32,2010,2
637,32,2011,2
359,33,2010,2
895,33,2011,2
360,34,2010,2
896,34,2011,2
235,35,2010,2
771,35,2011,2
138,36,2010,2
674,36,2011,2
110,37,2010,2
646,37,2011,2
280,38,2010,2
816,38,2011,2
236,39,2010,2
772,39,2011,2
237,40,2010,2
773,40,2011,2
238,41,2010,2
774,41,2011,2
524,42,2010,2
1060,42,2011,2
23,43,2010,2
559,43,2011,2
463,44,2010,2
999,44,2011,2
485,45,2010,2
1021,45,2011,2
361,46,2010,2
897,46,2011,2
438,47,2010,2
974,47,2011,2
495,48,2010,2
1031,48,2011,2
496,49,2010,2
1032,49,2011,2
464,50,2010,2
1000,50,2011,2
465,51,2010,2
1001,51,2011,2
439,52,2010,2
975,52,2011,2
111,53,2010,2
647,53,2011,2
269,54,2010,2
805,54,2011,2
416,55,2010,2
952,55,2011,2
475,56,2010,2
1011,56,2011,2
324,57,2010,2
860,57,2011,2
440,58,2010,2
976,58,2011,2
408,59,2010,2
944,59,2011,2
497,60,2010,2
1033,60,2011,2
387,61,2010,2
923,61,2011,2
409,62,2010,2
945,62,2011,2
417,63,2010,2
953,63,2011,2
418,64,2010,2
954,64,2011,2
306,65,2010,2
842,65,2011,2
498,66,2010,2
1034,66,2011,2
307,67,2010,2
843,67,2011,2
410,68,2010,2
946,68,2011,2
308,69,2010,2
844,69,2011,2
525,70,2010,2
1061,70,2011,2
139,71,2010,2
675,71,2011,2
388,72,2010,2
924,72,2011,2
112,73,2010,2
648,73,2011,2
476,74,2010,2
1012,74,2011,2
477,75,2010,2
155,76,2010,2
691,76,2011,2
281,77,2010,2
817,77,2011,2
270,78,2010,2
806,78,2011,2
451,79,2010,2
987,79,2011,2
186,80,2010,2
722,80,2011,2
325,81,2010,2
861,81,2011,2
4,82,2010,2
540,82,2011,2
55,83,2010,2
591,83,2011,2
80,84,2010,2
616,84,2011,2
140,85,2010,2
676,85,2011,2
309,86,2010,2
845,86,2011,2
187,87,2010,2
723,87,2011,2
326,88,2010,2
862,88,2011,2
66,89,2010,2
602,89,2011,2
362,90,2010,2
898,90,2011,2
81,91,2010,2
617,91,2011,2
113,92,2010,2
649,92,2011,2
35,93,2010,2
571,93,2011,2
210,94,2010,2
746,94,2011,2
168,95,2010,2
704,95,2011,2
169,96,2010,2
705,96,2011,2
239,97,2010,2
775,97,2011,2
102,98,2010,2
638,98,2011,2
382,99,2010,2
918,99,2011,2
340,100,2010,2
876,100,2011,2
36,101,2010,2
572,101,2011,2
67,102,2010,2
603,102,2011,2
389,103,2010,2
925,103,2011,2
499,104,2010,2
1035,104,2011,2
535,105,2010,2
1071,105,2011,2
536,106,2010,2
1072,106,2011,2
188,107,2010,2
724,107,2011,2
341,108,2010,2
877,108,2011,2
310,109,2010,2
846,109,2011,2
141,110,2010,2
677,110,2011,2
156,111,2010,2
692,111,2011,2
114,112,2010,2
650,112,2011,2
157,113,2010,2
693,113,2011,2
311,114,2010,2
847,114,2011,2
342,115,2010,2
878,115,2011,2
390,116,2010,2
926,116,2011,2
500,117,2010,2
1036,117,2011,2
343,118,2010,2
879,118,2011,2
115,119,2010,2
651,119,2011,2
344,120,2010,2
880,120,2011,2
5,121,2010,2
541,121,2011,2
282,122,2010,2
818,122,2011,2
170,123,2010,2
706,123,2011,2
37,124,2010,2
573,124,2011,2
24,125,2010,2
560,125,2011,2
240,126,2010,2
776,126,2011,2
56,127,2010,2
592,127,2011,2
363,128,2010,2
899,128,2011,2
364,129,2010,2
900,129,2011,2
526,130,2010,2
1062,130,2011,2
68,131,2010,2
604,131,2011,2
441,132,2010,2
977,132,2011,2
501,133,2010,2
1037,133,2011,2
466,134,2010,2
1002,134,2011,2
142,135,2010,2
678,135,2011,2
511,136,2010,2
1047,136,2011,2
241,137,2010,2
777,137,2011,2
283,138,2010,2
819,138,2011,2
242,139,2010,2
778,139,2011,2
512,140,2010,2
1048,140,2011,2
69,141,2010,2
605,141,2011,2
527,142,2010,2
1063,142,2011,2
57,143,2010,2
593,143,2011,2
70,144,2010,2
606,144,2011,2
171,145,2010,2
707,145,2011,2
189,146,2010,2
725,146,2011,2
312,147,2010,2
848,147,2011,2
58,148,2010,2
594,148,2011,2
391,149,2010,2
927,149,2011,2
383,150,2010,2
919,150,2011,2
224,151,2010,2
760,151,2011,2
38,152,2010,2
574,152,2011,2
211,153,2010,2
747,153,2011,2
225,154,2010,2
761,154,2011,2
39,155,2010,2
575,155,2011,2
528,156,2010,2
1064,156,2011,2
345,157,2010,2
881,157,2011,2
40,158,2010,2
576,158,2011,2
346,159,2010,2
882,159,2011,2
41,160,2010,2
577,160,2011,2
71,161,2010,2
607,161,2011,2
452,162,2010,2
988,162,2011,2
502,163,2010,2
1038,163,2011,2
419,164,2010,2
955,164,2011,2
42,165,2010,2
578,165,2011,2
453,166,2010,2
989,166,2011,2
442,167,2010,2
978,167,2011,2
116,168,2010,2
652,168,2011,2
420,169,2010,2
956,169,2011,2
486,170,2010,2
1022,170,2011,2
503,171,2010,2
1039,171,2011,2
478,172,2010,2
1014,172,2011,2
529,173,2010,2
1065,173,2011,2
190,174,2010,2
726,174,2011,2
43,175,2010,2
579,175,2011,2
513,176,2010,2
1049,176,2011,2
284,177,2010,2
820,177,2011,2
392,178,2010,2
928,178,2011,2
514,179,2010,2
1050,179,2011,2
117,180,2010,2
653,180,2011,2
118,181,2010,2
654,181,2011,2
515,182,2010,2
1051,182,2011,2
421,183,2010,2
957,183,2011,2
119,184,2010,2
655,184,2011,2
422,185,2010,2
958,185,2011,2
423,186,2010,2
959,186,2011,2
516,187,2010,2
1052,187,2011,2
120,188,2010,2
656,188,2011,2
424,189,2010,2
960,189,2011,2
6,190,2010,2
542,190,2011,2
517,191,2010,2
1053,191,2011,2
72,192,2010,2
608,192,2011,2
518,193,2010,2
1054,193,2011,2
443,194,2010,2
979,194,2011,2
103,195,2010,2
639,195,2011,2
487,196,2010,2
1023,196,2011,2
425,197,2010,2
961,197,2011,2
143,198,2010,2
679,198,2011,2
426,199,2010,2
962,199,2011,2
82,200,2010,2
618,200,2011,2
479,201,2010,2
1015,201,2011,2
427,202,2010,2
963,202,2011,2
172,203,2010,2
708,203,2011,2
454,204,2010,2
990,204,2011,2
504,205,2010,2
1040,205,2011,2
73,206,2010,2
609,206,2011,2
144,207,2010,2
680,207,2011,2
285,208,2010,2
821,208,2011,2
271,209,2010,2
807,209,2011,2
243,210,2010,2
779,210,2011,2
44,211,2010,2
580,211,2011,2
467,212,2010,2
1003,212,2011,2
313,213,2010,2
849,213,2011,2
74,214,2010,2
610,214,2011,2
75,215,2010,2
611,215,2011,2
7,216,2010,2
543,216,2011,2
411,217,2010,2
947,217,2011,2
83,218,2010,2
619,218,2011,2
8,219,2010,2
544,219,2011,2
488,220,2010,2
1024,220,2011,2
455,221,2010,2
991,221,2011,2
84,222,2010,2
620,222,2011,2
314,223,2010,2
850,223,2011,2
121,224,2010,2
657,224,2011,2
244,225,2010,2
780,225,2011,2
428,226,2010,2
964,226,2011,2
347,227,2010,2
883,227,2011,2
348,228,2010,2
884,228,2011,2
245,229,2010,2
781,229,2011,2
468,230,2010,2
1004,230,2011,2
145,231,2010,2
681,231,2011,2
365,232,2010,2
901,232,2011,2
146,233,2010,2
682,233,2011,2
480,234,2010,2
1016,234,2011,2
393,235,2010,2
929,235,2011,2
212,236,2010,2
748,236,2011,2
349,237,2010,2
885,237,2011,2
366,238,2010,2
902,238,2011,2
246,239,2010,2
782,239,2011,2
394,240,2010,2
930,240,2011,2
350,241,2010,2
886,241,2011,2
45,242,2010,2
581,242,2011,2
456,243,2010,2
992,243,2011,2
395,244,2010,2
931,244,2011,2
489,245,2010,2
1025,245,2011,2
173,246,2010,2
709,246,2011,2
367,247,2010,2
903,247,2011,2
85,248,2010,2
621,248,2011,2
327,249,2010,2
863,249,2011,2
122,250,2010,2
658,250,2011,2
247,251,2010,2
783,251,2011,2
469,252,2010,2
1005,252,2011,2
248,253,2010,2
784,253,2011,2
457,254,2010,2
993,254,2011,2
429,255,2010,2
965,255,2011,2
123,256,2010,2
659,256,2011,2
124,257,2010,2
660,257,2011,2
444,258,2010,2
980,258,2011,2
147,259,2010,2
683,259,2011,2
86,260,2010,2
622,260,2011,2
59,261,2010,2
595,261,2011,2
158,262,2010,2
694,262,2011,2
125,263,2010,2
661,263,2011,2
272,264,2010,2
808,264,2011,2
249,265,2010,2
785,265,2011,2
148,266,2010,2
684,266,2011,2
368,267,2010,2
904,267,2011,2
149,268,2010,2
685,268,2011,2
286,269,2010,2
822,269,2011,2
9,270,2010,2
545,270,2011,2
159,271,2010,2
695,271,2011,2
10,272,2010,2
546,272,2011,2
25,273,2010,2
561,273,2011,2
328,274,2010,2
864,274,2011,2
26,275,2010,2
562,275,2011,2
87,276,2010,2
623,276,2011,2
174,277,2010,2
710,277,2011,2
250,278,2010,2
786,278,2011,2
191,279,2010,2
727,279,2011,2
396,280,2010,2
932,280,2011,2
287,281,2010,2
823,281,2011,2
369,282,2010,2
905,282,2011,2
160,283,2010,2
696,283,2011,2
315,284,2010,2
851,284,2011,2
136,285,2010,2
672,285,2011,2
27,286,2010,2
563,286,2011,2
11,287,2010,2
547,287,2011,2
150,288,2010,2
686,288,2011,2
481,289,2010,2
1017,289,2011,2
384,290,2010,2
920,290,2011,2
192,291,2010,2
728,291,2011,2
161,292,2010,2
697,292,2011,2
316,293,2010,2
852,293,2011,2
226,294,2010,2
762,294,2011,2
251,295,2010,2
787,295,2011,2
219,296,2010,2
755,296,2011,2
12,297,2010,2
548,297,2011,2
88,298,2010,2
624,298,2011,2
288,299,2010,2
824,299,2011,2
227,300,2010,2
763,300,2011,2
370,301,2010,2
906,301,2011,2
213,302,2010,2
749,302,2011,2
175,303,2010,2
711,303,2011,2
104,304,2010,2
640,304,2011,2
13,305,2010,2
549,305,2011,2
273,306,2010,2
809,306,2011,2
274,307,2010,2
810,307,2011,2
371,308,2010,2
907,308,2011,2
89,309,2010,2
625,309,2011,2
214,310,2010,2
750,310,2011,2
252,311,2010,2
788,311,2011,2
14,312,2010,2
550,312,2011,2
397,313,2010,2
933,313,2011,2
228,314,2010,2
764,314,2011,2
15,315,2010,2
551,315,2011,2
46,316,2010,2
582,316,2011,2
16,317,2010,2
552,317,2011,2
430,318,2010,2
966,318,2011,2
193,319,2010,2
729,319,2011,2
317,320,2010,2
853,320,2011,2
431,321,2010,2
967,321,2011,2
194,322,2010,2
730,322,2011,2
318,323,2010,2
854,323,2011,2
275,324,2010,2
811,324,2011,2
47,325,2010,2
583,325,2011,2
48,326,2010,2
584,326,2011,2
195,327,2010,2
731,327,2011,2
196,328,2010,2
732,328,2011,2
319,329,2010,2
855,329,2011,2
28,330,2010,2
564,330,2011,2
17,331,2010,2
553,331,2011,2
215,332,2010,2
751,332,2011,2
519,333,2010,2
1055,333,2011,2
470,334,2010,2
1006,334,2011,2
176,335,2010,2
712,335,2011,2
398,336,2010,2
934,336,2011,2
60,337,2010,2
596,337,2011,2
61,338,2010,2
597,338,2011,2
105,339,2010,2
641,339,2011,2
197,340,2010,2
733,340,2011,2
329,341,2010,2
865,341,2011,2
253,342,2010,2
789,342,2011,2
90,343,2010,2
626,343,2011,2
91,344,2010,2
627,344,2011,2
490,345,2010,2
1026,345,2011,2
330,346,2010,2
866,346,2011,2
29,347,2010,2
565,347,2011,2
92,348,2010,2
628,348,2011,2
331,349,2010,2
867,349,2011,2
93,350,2010,2
629,350,2011,2
399,351,2010,2
935,351,2011,2
76,352,2010,2
612,352,2011,2
351,353,2010,2
887,353,2011,2
30,354,2010,2
566,354,2011,2
216,355,2010,2
752,355,2011,2
254,356,2010,2
790,356,2011,2
255,357,2010,2
791,357,2011,2
412,358,2010,2
948,358,2011,2
198,359,2010,2
734,359,2011,2
320,360,2010,2
856,360,2011,2
332,361,2010,2
868,361,2011,2
289,362,2010,2
825,362,2011,2
199,363,2010,2
735,363,2011,2
432,364,2010,2
968,364,2011,2
256,365,2010,2
792,365,2011,2
257,366,2010,2
793,366,2011,2
94,367,2010,2
630,367,2011,2
530,368,2010,2
1066,368,2011,2
126,369,2010,2
662,369,2011,2
458,370,2010,2
994,370,2011,2
372,371,2010,2
908,371,2011,2
290,372,2010,2
826,372,2011,2
177,373,2010,2
713,373,2011,2
95,374,2010,2
631,374,2011,2
127,375,2010,2
663,375,2011,2
106,376,2010,2
642,376,2011,2
333,377,2010,2
869,377,2011,2
62,378,2010,2
598,378,2011,2
128,379,2010,2
664,379,2011,2
445,380,2010,2
981,380,2011,2
258,381,2010,2
794,381,2011,2
373,382,2010,2
909,382,2011,2
385,383,2010,2
921,383,2011,2
520,384,2010,2
1056,384,2011,2
96,385,2010,2
632,385,2011,2
259,386,2010,2
795,386,2011,2
352,387,2010,2
888,387,2011,2
471,388,2010,2
1007,388,2011,2
31,389,2010,2
567,389,2011,2
178,390,2010,2
714,390,2011,2
321,391,2010,2
857,391,2011,2
472,392,2010,2
1008,392,2011,2
505,393,2010,2
1041,393,2011,2
221,394,2010,2
757,394,2011,2
107,395,2010,2
643,395,2011,2
353,396,2010,2
889,396,2011,2
322,397,2010,2
858,397,2011,2
162,398,2010,2
698,398,2011,2
97,399,2010,2
633,399,2011,2
129,400,2010,2
665,400,2011,2
291,401,2010,2
827,401,2011,2
108,402,2010,2
644,402,2011,2
292,403,2010,2
828,403,2011,2
260,404,2010,2
796,404,2011,2
261,405,2010,2
797,405,2011,2
293,406,2010,2
829,406,2011,2
413,407,2010,2
949,407,2011,2
179,408,2010,2
715,408,2011,2
151,409,2010,2
687,409,2011,2
229,410,2010,2
765,410,2011,2
374,411,2010,2
910,411,2011,2
294,412,2010,2
830,412,2011,2
446,413,2010,2
982,413,2011,2
334,414,2010,2
870,414,2011,2
335,415,2010,2
871,415,2011,2
200,416,2010,2
736,416,2011,2
201,417,2010,2
737,417,2011,2
163,418,2010,2
699,418,2011,2
202,419,2010,2
738,419,2011,2
400,420,2010,2
936,420,2011,2
521,421,2010,2
1057,421,2011,2
262,422,2010,2
798,422,2011,2
491,423,2010,2
1027,423,2011,2
63,424,2010,2
599,424,2011,2
152,425,2010,2
688,425,2011,2
49,426,2010,2
585,426,2011,2
276,427,2010,2
812,427,2011,2
433,428,2010,2
969,428,2011,2
263,429,2010,2
799,429,2011,2
295,430,2010,2
831,430,2011,2
98,431,2010,2
634,431,2011,2
459,432,2010,2
995,432,2011,2
230,433,2010,2
766,433,2011,2
375,434,2010,2
911,434,2011,2
434,435,2010,2
970,435,2011,2
401,436,2010,2
937,436,2011,2
376,437,2010,2
912,437,2011,2
180,438,2010,2
716,438,2011,2
482,439,2010,2
1018,439,2011,2
264,440,2010,2
800,440,2011,2
377,441,2010,2
913,441,2011,2
18,442,2010,2
554,442,2011,2
414,443,2010,2
950,443,2011,2
460,444,2010,2
996,444,2011,2
402,445,2010,2
938,445,2011,2
473,446,2010,2
1009,446,2011,2
354,447,2010,2
890,447,2011,2
99,448,2010,2
635,448,2011,2
447,449,2010,2
983,449,2011,2
448,450,2010,2
984,450,2011,2
32,451,2010,2
568,451,2011,2
296,452,2010,2
832,452,2011,2
403,453,2010,2
939,453,2011,2
404,454,2010,2
940,454,2011,2
130,455,2010,2
666,455,2011,2
77,456,2010,2
613,456,2011,2
506,457,2010,2
1042,457,2011,2
203,458,2010,2
739,458,2011,2
297,459,2010,2
833,459,2011,2
336,460,2010,2
872,460,2011,2
386,461,2010,2
922,461,2011,2
131,462,2010,2
667,462,2011,2
50,463,2010,2
586,463,2011,2
132,464,2010,2
668,464,2011,2
298,465,2010,2
834,465,2011,2
299,466,2010,2
835,466,2011,2
474,467,2010,2
1010,467,2011,2
507,468,2010,2
1043,468,2011,2
449,469,2010,2
985,469,2011,2
531,470,2010,2
1067,470,2011,2
300,471,2010,2
836,471,2011,2
378,472,2010,2
914,472,2011,2
461,473,2010,2
997,473,2011,2
277,474,2010,2
813,474,2011,2
33,475,2010,2
569,475,2011,2
153,476,2010,2
689,476,2011,2
301,477,2010,2
837,477,2011,2
492,478,2010,2
1028,478,2011,2
483,479,2010,2
1019,479,2011,2
462,480,2010,2
998,480,2011,2
435,481,2010,2
971,481,2011,2
522,482,2010,2
1058,482,2011,2
405,483,2010,2
941,483,2011,2
154,484,2010,2
690,484,2011,2
265,485,2010,2
801,485,2011,2
164,486,2010,2
700,486,2011,2
19,487,2010,2
555,487,2011,2
493,488,2010,2
1029,488,2011,2
64,489,2010,2
600,489,2011,2
181,490,2010,2
717,490,2011,2
406,491,2010,2
942,491,2011,2
436,492,2010,2
972,492,2011,2
508,493,2010,2
1044,493,2011,2
51,494,2010,2
587,494,2011,2
302,495,2010,2
838,495,2011,2
355,496,2010,2
891,496,2011,2
356,497,2010,2
892,497,2011,2
52,498,2010,2
588,498,2011,2
222,499,2010,2
758,499,2011,2
133,500,2010,2
669,500,2011,2
303,501,2010,2
839,501,2011,2
532,502,2010,2
1068,502,2011,2
217,503,2010,2
753,503,2011,2
220,504,2010,2
756,504,2011,2
204,505,2010,2
740,505,2011,2
266,506,2010,2
802,506,2011,2
100,507,2010,2
636,507,2011,2
357,508,2010,2
893,508,2011,2
358,509,2010,2
894,509,2011,2
165,510,2010,2
701,510,2011,2
337,511,2010,2
873,511,2011,2
205,512,2010,2
741,512,2011,2
206,513,2010,2
742,513,2011,2
304,514,2010,2
840,514,2011,2
207,515,2010,2
743,515,2011,2
134,516,2010,2
670,516,2011,2
494,517,2010,2
1030,517,2011,2
65,518,2010,2
601,518,2011,2
533,519,2010,2
1069,519,2011,2
208,520,2010,2
744,520,2011,2
166,521,2010,2
702,521,2011,2
209,522,2010,2
745,522,2011,2
20,523,2010,2
556,523,2011,2
323,524,2010,2
859,524,2011,2
135,525,2010,2
671,525,2011,2
182,526,2010,2
718,526,2011,2
534,527,2010,2
1070,527,2011,2
218,528,2010,2
754,528,2011,2
21,529,2010,2
557,529,2011,2
509,530,2010,2
1045,530,2011,2
523,531,2010,2
1059,531,2011,2
407,532,2010,2
943,532,2011,2
379,533,2010,2
915,533,2011,2
22,534,2010,2
558,534,2011,2
183,535,2010,2
719,535,2011,2
267,536,2010,2
803,536,2011,2
