id_agricultor,id_cultura,area_plantada,quantidade_produzida,data_plantio
1,1,0.4,244,12/04/2010
1,1,0.4,120,02/02/2011
1,10,0.4,92.7,12/04/2010
1,11,0.4,146.4,12/04/2010
1,2,0.4,0,12/04/2010
1,3,0.4,180,12/04/2010
1,3,0.4,100,02/02/2011
1,4,0.4,50,12/04/2010
1,4,0.4,600,02/02/2011
1,12,0.4,0,12/04/2010
1,12,0.4,20,02/02/2011
1,6,0.4,0,12/04/2010
1,13,0.4,0,12/04/2010
1,7,0.4,10,12/04/2010
1,8,0.4,0,12/04/2010
1,9,0.4,0,12/04/2010
1,14,0.4,0,12/04/2010
1,15,0.4,0,12/04/2010
1,16,0.4,0,12/04/2010
2,1,0.22,40,09/02/2011
2,3,0.22,240,09/02/2011
2,4,0.22,60,09/02/2011
2,12,0.22,6,09/02/2011
2,7,0.22,100,09/02/2011
2,14,0.22,150,09/02/2011
3,1,0.13,80,09/03/2011
3,3,0.13,290,09/03/2011
3,4,0.13,200,09/03/2011
4,1,0.56,175,24/02/2011
4,3,0.56,140,24/02/2011
4,4,0.56,100,24/02/2011
4,12,0.56,50,24/02/2011
4,7,0.56,35,24/02/2011
5,1,0.44,125,15/02/2011
5,2,0.44,50,15/02/2011
5,3,0.44,100,15/02/2011
5,4,0.44,80,15/02/2011
5,12,0.44,20,15/02/2011
6,1,0.22,70,07/02/2011
6,3,0.22,60,07/02/2011
6,4,0.22,25,07/02/2011
6,8,0.22,10,07/02/2011
8,1,0.33,120,15/02/2011
8,3,0.33,300,15/02/2011
8,4,0.33,140,15/02/2011
8,7,0.33,150,15/02/2011
9,1,0.17,45,07/02/2011
9,3,0.17,30,07/02/2011
9,12,0.17,15,07/02/2011
11,1,0.44,140,15/02/2011
11,3,0.44,120,15/02/2011
11,4,0.44,90,15/02/2011
11,12,0.44,35,15/02/2011
12,1,0.48,180,15/02/2011
12,3,0.48,320,15/02/2011
12,12,0.48,15,15/02/2011
12,14,0.48,200,15/02/2011
14,1,0.76,0,10/04/2010
14,2,0.76,0,10/04/2010
14,3,0.76,0,10/04/2010
14,4,0.76,0,10/04/2010
14,5,0.76,0,10/04/2010
23,1,0.5,22,04/05/2010
23,10,0.5,8.4,04/05/2010
23,11,0.5,13.2,04/05/2010
23,2,0.5,0,04/05/2010
23,3,0.5,60,04/05/2010
23,4,0.5,23,04/05/2010
23,12,0.5,0,04/05/2010
23,6,0.5,0,04/05/2010
23,13,0.5,0,04/05/2010
23,7,0.5,0,04/05/2010
23,8,0.5,0,04/05/2010
23,9,0.5,0,04/05/2010
23,14,0.5,0,04/05/2010
23,15,0.5,0,04/05/2010
23,16,0.5,0,04/05/2010
27,1,0.49,180,15/02/2011
27,3,0.49,360,15/02/2011
27,4,0.49,120,15/02/2011
29,1,1.97,1100,02/02/2011
29,2,1.97,120,02/02/2011
29,3,1.97,350,02/02/2011
29,4,1.97,180,02/02/2011
29,12,1.97,150,02/02/2011
29,6,1.97,30,02/02/2011
29,8,1.97,150,02/02/2011
29,14,1.97,40,02/02/2011
29,1,0.8,339,12/04/2010
29,10,0.8,128.8,12/04/2010
29,11,0.8,203.4,12/04/2010
29,2,0.8,0,12/04/2010
29,3,0.8,0,12/04/2010
29,4,0.8,20,12/04/2010
29,12,0.8,100,12/04/2010
29,6,0.8,0,12/04/2010
29,13,0.8,0,12/04/2010
29,7,0.8,0,12/04/2010
29,8,0.8,0,12/04/2010
29,9,0.8,0,12/04/2010
29,14,0.8,0,12/04/2010
29,15,0.8,0,12/04/2010
29,16,0.8,0,12/04/2010
30,1,1.42,506,15/03/2011
30,2,1.42,182,15/03/2011
30,4,1.42,55,15/03/2011
30,5,1.42,105,15/03/2011
30,6,1.42,40,15/03/2011
32,1,0.17,180,03/02/2011
32,4,0.17,20,03/02/2011
32,12,0.17,6,03/02/2011
36,2,0.8,40,02/02/2011
36,17,0.8,10,02/02/2011
36,1,0.8,220,02/02/2011
36,7,0.8,80,02/02/2011
36,3,0.8,60,02/02/2011
36,12,0.8,100,02/02/2011
36,4,0.8,90,02/02/2011
37,3,0.38,240,15/02/2011
37,4,0.38,180,15/02/2011
37,1,0.38,60,15/02/2011
40,3,0.72,180,25/02/2011
40,4,0.72,120,25/02/2011
40,7,0.72,45,25/02/2011
40,12,0.72,60,25/02/2011
40,1,0.72,220,25/02/2011
40,8,0.72,40,25/02/2011
43,3,0.31,230,17/02/2011
43,1,0.31,130,17/02/2011
43,4,0.31,140,17/02/2011
44,5,0.72,0,15/04/2010
44,4,0.72,0,15/04/2010
44,3,0.72,0,15/04/2010
44,1,0.72,0,15/04/2010
44,2,0.72,0,15/04/2010
45,5,0.72,2,18/04/2010
45,3,0.72,45,18/04/2010
45,4,0.72,12,18/04/2010
45,1,0.72,53,18/04/2010
45,2,0.72,5,18/04/2010
48,2,0.91,29,25/02/2011
48,2,0.52,0,01/04/2010
48,5,0.52,3,01/04/2010
48,1,0.52,44,01/04/2010
48,1,0.91,81,25/02/2011
48,4,0.52,25,01/04/2010
48,4,0.91,350,25/02/2011
48,3,0.52,0,01/04/2010
48,9,0.91,300,25/02/2011
48,6,0.91,7,25/02/2011
49,4,0.89,20,30/03/2010
49,3,0.89,57,30/03/2010
49,2,0.89,0,30/03/2010
49,1,0.89,104,30/03/2010
49,5,0.89,4,30/03/2010
50,3,0.72,0,15/04/2010
50,5,0.72,0,15/04/2010
50,1,0.72,0,15/04/2010
50,2,0.72,0,15/04/2010
50,4,0.72,0,15/04/2010
51,3,0.51,0,16/04/2010
51,1,0.51,0,16/04/2010
51,2,0.51,0,16/04/2010
51,4,0.51,0,16/04/2010
51,5,0.51,0,16/04/2010
52,1,0.91,790,24/02/2011
52,2,0.91,285,24/02/2011
52,5,0.91,120,24/02/2011
52,9,0.91,1600,24/02/2011
52,6,0.91,200,24/02/2011
53,1,0.21,110,04/03/2011
53,3,0.21,270,04/03/2011
53,4,0.21,140,04/03/2011
57,4,0.58,90,17/02/2011
57,1,0.58,160,17/02/2011
57,3,0.58,120,17/02/2011
57,12,0.58,20,17/02/2011
57,7,0.58,20,17/02/2011
59,2,0.72,0,05/03/2010
59,1,0.72,0,05/03/2010
59,5,0.72,0,05/03/2010
59,3,0.72,0,05/03/2010
59,4,0.72,0,05/03/2010
62,4,0.79,0,15/03/2010
62,3,0.79,0,15/03/2010
62,7,0.75,5,26/02/2011
62,5,0.79,0,15/03/2010
62,5,0.75,150,26/02/2011
62,6,0.75,38,26/02/2011
62,2,0.75,129,26/02/2011
62,1,0.79,0,15/03/2010
62,1,0.75,360,26/02/2011
62,2,0.79,0,15/03/2010
65,6,0.5,0,07/04/2010
65,7,0.5,0,07/04/2010
65,8,0.5,0,07/04/2010
65,13,0.5,0,07/04/2010
65,3,0.26,80,17/02/2011
65,14,0.5,0,07/04/2010
65,1,0.5,287,07/04/2010
65,9,0.5,0,07/04/2010
65,4,0.5,15,07/04/2010
65,4,0.26,60,17/02/2011
65,7,0.26,25,17/02/2011
65,1,0.26,100,17/02/2011
65,16,0.5,0,07/04/2010
65,12,0.5,0,07/04/2010
65,11,0.5,172.2,07/04/2010
65,15,0.5,0,07/04/2010
65,3,0.5,30,07/04/2010
65,10,0.5,109.6,07/04/2010
65,2,0.5,0,07/04/2010
66,1,0.91,267,18/02/2011
66,4,0.91,200,18/02/2011
66,6,0.91,70,18/02/2011
66,2,0.91,96,18/02/2011
66,5,0.91,90,18/02/2011
67,1,0.5,161,09/04/2010
67,1,0.54,160,03/02/2011
67,10,0.5,61.2,09/04/2010
67,11,0.5,96.6,09/04/2010
67,2,0.5,0,09/04/2010
67,2,0.54,40,03/02/2011
67,3,0.5,15,09/04/2010
67,3,0.54,150,03/02/2011
67,4,0.5,10,09/04/2010
67,13,0.5,0,09/04/2010
67,7,0.5,0,09/04/2010
67,8,0.5,0,09/04/2010
67,8,0.54,50,03/02/2011
67,9,0.5,0,09/04/2010
67,14,0.5,0,09/04/2010
67,14,0.54,90,03/02/2011
67,15,0.5,0,09/04/2010
67,16,0.5,0,09/04/2010
67,4,0.54,120,03/02/2011
67,12,0.5,0,09/04/2010
67,12,0.54,40,03/02/2011
67,6,0.5,0,09/04/2010
69,1,0.51,160,02/02/2011
69,3,0.51,120,02/02/2011
69,4,0.51,100,02/02/2011
69,12,0.51,30,02/02/2011
69,7,0.51,25,02/02/2011
69,1,0.5,179,26/02/2010
69,10,0.5,68,26/02/2010
69,11,0.5,107.4,26/02/2010
69,2,0.5,0,26/02/2010
69,3,0.5,150,26/02/2010
69,4,0.5,40,26/02/2010
69,12,0.5,0,26/02/2010
69,6,0.5,0,26/02/2010
69,13,0.5,0,26/02/2010
69,7,0.5,8,26/02/2010
69,8,0.5,0,26/02/2010
69,9,0.5,0,26/02/2010
69,14,0.5,0,26/02/2010
69,15,0.5,100,26/02/2010
69,16,0.5,0,26/02/2010
71,1,0.5,268,09/04/2010
71,10,0.5,101.8,09/04/2010
71,11,0.5,160.8,09/04/2010
71,2,0.5,0,09/04/2010
71,3,0.5,90,09/04/2010
71,4,0.5,40,09/04/2010
71,12,0.5,15,09/04/2010
71,6,0.5,0,09/04/2010
71,13,0.5,0,09/04/2010
71,7,0.5,0,09/04/2010
71,8,0.5,0,09/04/2010
71,9,0.5,0,09/04/2010
71,14,0.5,0,09/04/2010
71,15,0.5,0,09/04/2010
71,16,0.5,0,09/04/2010
74,1,0.69,0,18/04/2010
74,2,0.69,0,18/04/2010
74,3,0.69,0,18/04/2010
74,4,0.69,0,18/04/2010
74,5,0.69,0,18/04/2010
75,1,0.73,0,10/04/2010
75,2,0.73,0,10/04/2010
75,3,0.73,0,10/04/2010
75,4,0.73,0,10/04/2010
75,5,0.73,0,10/04/2010
77,1,0.9,66,09/04/2010
77,10,0.9,24.1,09/04/2010
77,11,0.9,39.6,09/04/2010
77,2,0.9,0,09/04/2010
77,3,0.9,90,09/04/2010
77,4,0.9,40,09/04/2010
77,12,0.9,0,09/04/2010
77,6,0.9,0,09/04/2010
77,13,0.9,0,09/04/2010
77,7,0.9,150,09/04/2010
77,8,0.9,0,09/04/2010
77,9,0.9,0,09/04/2010
77,14,0.9,6,09/04/2010
77,15,0.9,0,09/04/2010
77,16,0.9,0,09/04/2010
81,1,0.42,135,17/02/2011
81,3,0.42,100,17/02/2011
81,4,0.42,60,17/02/2011
81,12,0.42,25,17/02/2011
81,7,0.42,30,17/02/2011
83,1,0.25,210,18/02/2011
83,3,0.25,360,18/02/2011
83,4,0.25,60,18/02/2011
83,12,0.25,30,18/02/2011
83,14,0.25,100,18/02/2011
85,1,0.88,220,02/02/2011
85,2,0.88,100,02/02/2011
85,3,0.88,210,02/02/2011
85,4,0.88,160,02/02/2011
85,12,0.88,110,02/02/2011
85,7,0.88,180,02/02/2011
89,1,0.43,45,26/01/2011
89,3,0.43,240,26/01/2011
89,4,0.43,120,26/01/2011
89,12,0.43,25,26/01/2011
93,1,0.25,90,04/03/2011
93,3,0.25,160,04/03/2011
93,4,0.25,70,04/03/2011
93,12,0.25,19,04/03/2011
94,1,0.28,50,10/03/2011
94,2,0.28,10,10/03/2011
94,3,0.28,120,10/03/2011
94,4,0.28,30,10/03/2011
96,1,0.5,29,04/05/2010
96,1,1.29,350,23/02/2011
96,10,0.5,11,04/05/2010
96,11,0.5,17.4,04/05/2010
96,2,0.5,0,04/05/2010
96,3,0.5,60,04/05/2010
96,3,1.29,120,23/02/2011
96,4,0.5,30,04/05/2010
96,4,1.29,60,23/02/2011
96,12,0.5,10,04/05/2010
96,6,0.5,0,04/05/2010
96,13,0.5,0,04/05/2010
96,7,0.5,0,04/05/2010
96,7,1.29,60,23/02/2011
96,8,0.5,0,04/05/2010
96,8,1.29,100,23/02/2011
96,9,0.5,0,04/05/2010
96,14,0.5,0,04/05/2010
96,15,0.5,0,04/05/2010
96,16,0.5,0,04/05/2010
97,1,0.29,90,16/02/2011
97,3,0.29,60,16/02/2011
97,4,0.29,40,16/02/2011
97,12,0.29,20,16/02/2011
97,7,0.29,25,16/02/2011
97,8,0.29,20,16/02/2011
98,1,0.52,180,06/02/2011
98,3,0.52,70,06/02/2011
98,4,0.52,70,06/02/2011
98,12,0.52,2,06/02/2011
99,1,0.44,125,07/02/2011
99,3,0.44,100,07/02/2011
99,4,0.44,600,07/02/2011
99,12,0.44,20,07/02/2011
99,8,0.44,25,07/02/2011
101,1,0.39,130,26/02/2011
101,3,0.39,120,26/02/2011
101,4,0.39,65,26/02/2011
101,12,0.39,50,26/02/2011
103,1,0.79,122,22/03/2010
103,1,0.43,187,17/02/2011
103,2,0.79,7,22/03/2010
103,2,0.43,67,17/02/2011
103,3,0.79,260,22/03/2010
103,4,0.79,30,22/03/2010
103,4,0.43,200,17/02/2011
103,5,0.79,26,22/03/2010
103,6,0.43,56,17/02/2011
105,4,0.46,70,15/02/2011
105,12,0.46,40,15/02/2011
105,7,0.46,30,15/02/2011
105,1,0.46,150,15/02/2011
105,3,0.46,130,15/02/2011
110,4,0.8,100,05/02/2011
110,1,0.8,200,05/02/2011
110,2,0.8,50,05/02/2011
110,3,0.8,120,05/02/2011
110,7,0.8,45,05/02/2011
111,1,0.72,240,02/02/2011
111,3,0.72,200,02/02/2011
111,4,0.72,120,02/02/2011
111,12,0.72,50,02/02/2011
112,3,0.46,180,15/02/2011
112,4,0.46,110,15/02/2011
112,1,0.46,90,15/02/2011
113,1,0.4,120,05/02/2011
113,12,0.4,30,05/02/2011
113,3,0.4,120,05/02/2011
113,4,0.4,50,05/02/2011
113,7,0.4,20,05/02/2011
114,15,0.5,0,07/04/2010
114,1,0.44,150,03/02/2011
114,10,0.5,132.2,07/04/2010
114,11,0.5,208.8,07/04/2010
114,2,0.5,0,07/04/2010
114,16,0.5,0,07/04/2010
114,3,0.5,30,07/04/2010
114,3,0.44,120,03/02/2011
114,4,0.5,20,07/04/2010
114,1,0.5,348,07/04/2010
114,7,0.5,0,07/04/2010
114,8,0.5,0,07/04/2010
114,9,0.5,0,07/04/2010
114,14,0.5,0,07/04/2010
114,2,0.44,35,03/02/2011
114,12,0.5,0,07/04/2010
114,12,0.44,50,03/02/2011
114,6,0.5,0,07/04/2010
114,4,0.44,100,03/02/2011
114,13,0.5,0,07/04/2010
115,1,0.41,120,17/02/2011
115,2,0.41,45,17/02/2011
115,3,0.41,130,17/02/2011
115,4,0.41,80,17/02/2011
115,12,0.41,45,17/02/2011
116,4,0.92,0,29/03/2010
116,6,0.8,10,19/02/2011
116,4,0.8,150,19/02/2011
116,5,0.92,0,29/03/2010
116,5,0.8,135,19/02/2011
116,1,0.92,0,29/03/2010
116,1,0.8,216,19/02/2011
116,2,0.92,0,29/03/2010
116,2,0.8,78,19/02/2011
116,3,0.92,0,29/03/2010
117,5,0.61,168,27/02/2011
117,6,0.61,30,27/02/2011
117,9,0.61,1500,27/02/2011
117,2,0.61,108,27/02/2011
117,3,0.92,0,31/03/2010
117,4,0.92,0,31/03/2010
117,4,0.61,600,27/02/2011
117,5,0.92,0,31/03/2010
117,1,0.92,246,31/03/2010
117,1,0.61,299,27/02/2011
117,2,0.92,0,31/03/2010
118,1,0.52,150,15/02/2011
118,3,0.52,120,15/02/2011
118,4,0.52,75,15/02/2011
118,7,0.52,25,15/02/2011
121,3,0.23,80,21/02/2011
121,4,0.23,40,21/02/2011
121,1,0.23,80,21/02/2011
122,1,0.72,210,23/02/2011
122,3,0.72,180,23/02/2011
122,8,0.72,40,23/02/2011
125,3,0.48,90,20/03/2011
125,4,0.48,40,20/03/2011
133,1,0.44,352,02/03/2011
133,2,0.44,125,02/03/2011
133,4,0.44,360,02/03/2011
133,5,0.44,120,02/03/2011
133,6,0.44,60,02/03/2011
134,1,0.72,70,15/04/2010
134,2,0.72,12,15/04/2010
134,3,0.72,132,15/04/2010
134,4,0.72,134,15/04/2010
134,5,0.72,30,15/04/2010
135,1,0.5,150,03/02/2011
135,3,0.5,150,03/02/2011
135,4,0.5,80,03/02/2011
140,1,0.52,160,20/02/2011
140,2,0.52,56,20/02/2011
140,4,0.52,60,20/02/2011
140,5,0.52,60,20/02/2011
140,6,0.52,75,20/02/2011
145,1,1.01,250,24/02/2011
145,3,1.01,420,24/02/2011
145,4,1.01,180,24/02/2011
145,7,1.01,45,24/02/2011
147,1,0.26,100,03/02/2011
147,3,0.26,70,03/02/2011
147,4,0.26,50,03/02/2011
147,12,0.26,20,03/02/2011
148,1,0.36,180,02/02/2011
148,3,0.36,120,02/02/2011
148,4,0.36,180,02/02/2011
148,12,0.36,15,02/02/2011
148,7,0.36,100,02/02/2011
148,14,0.36,90,02/02/2011
149,1,1,129,04/03/2011
149,2,1,46,04/03/2011
149,4,1,240,04/03/2011
149,5,1,90,04/03/2011
155,1,0.18,70,15/02/2011
155,3,0.18,100,15/02/2011
155,4,0.18,60,15/02/2011
155,12,0.18,10,15/02/2011
160,1,0.29,120,22/02/2011
160,3,0.29,120,22/02/2011
160,4,0.29,80,22/02/2011
160,12,0.29,15,22/02/2011
162,1,0.98,37,13/04/2010
162,2,0.98,0,13/04/2010
162,3,0.98,52,13/04/2010
162,4,0.98,14,13/04/2010
162,5,0.98,5,13/04/2010
163,1,0.5,125,20/02/2011
163,2,0.5,44,20/02/2011
163,4,0.5,200,20/02/2011
163,6,0.5,40,20/02/2011
163,9,0.5,320,20/02/2011
165,1,0.34,120,26/02/2011
165,3,0.34,140,26/02/2011
165,4,0.34,90,26/02/2011
165,12,0.34,20,26/02/2011
167,1,0.91,218,24/02/2011
167,2,0.91,78,24/02/2011
167,4,0.91,120,24/02/2011
167,5,0.91,120,24/02/2011
167,6,0.91,50,24/02/2011
169,1,0.87,0,13/04/2010
169,2,0.87,0,13/04/2010
169,3,0.87,0,13/04/2010
169,4,0.87,0,13/04/2010
169,5,0.87,0,13/04/2010
171,1,0.52,116,01/03/2011
171,2,0.52,41,01/03/2011
171,4,0.52,120,01/03/2011
171,5,0.52,60,01/03/2011
171,6,0.52,30,01/03/2011
174,3,0.7,70,08/04/2010
174,3,0.44,120,03/02/2011
174,4,0.7,35,08/04/2010
174,2,0.44,35,03/02/2011
174,14,0.44,15,03/02/2011
174,15,0.7,0,08/04/2010
174,16,0.7,0,08/04/2010
174,4,0.44,100,03/02/2011
174,12,0.7,25,08/04/2010
174,12,0.44,40,03/02/2011
174,6,0.7,0,08/04/2010
174,1,0.7,147,08/04/2010
174,1,0.44,150,03/02/2011
174,10,0.7,55.9,08/04/2010
174,11,0.7,88.2,08/04/2010
174,2,0.7,0,08/04/2010
174,14,0.7,0,08/04/2010
174,7,0.7,5,08/04/2010
174,7,0.44,20,03/02/2011
174,8,0.7,0,08/04/2010
174,13,0.7,0,08/04/2010
174,9,0.7,0,08/04/2010
175,4,0.31,120,15/02/2011
175,12,0.31,15,15/02/2011
175,1,0.31,100,15/02/2011
175,3,0.31,180,15/02/2011
177,1,0.95,300,25/02/2011
177,8,0.95,100,25/02/2011
177,2,0.95,35,25/02/2011
177,3,0.95,240,25/02/2011
177,4,0.95,120,25/02/2011
181,1,0.47,80,16/02/2011
181,3,0.47,250,16/02/2011
181,4,0.47,130,16/02/2011
184,1,0.38,90,19/02/2011
184,3,0.38,210,19/02/2011
184,4,0.38,150,19/02/2011
185,2,0.94,72,20/02/2011
185,4,0.94,180,20/02/2011
185,5,0.93,0,18/04/2010
185,3,0.93,0,18/04/2010
185,4,0.93,0,18/04/2010
185,1,0.93,0,18/04/2010
185,1,0.94,200,20/02/2011
185,2,0.93,0,18/04/2010
185,5,0.94,100,20/02/2011
185,6,0.94,93,20/02/2011
186,1,1,300,29/03/2011
186,2,1,108,29/03/2011
186,4,1,200,29/03/2011
186,5,1,100,29/03/2011
186,6,1,60,29/03/2011
188,1,0.24,70,24/02/2011
188,4,0.24,115,24/02/2011
188,3,0.24,240,24/02/2011
189,1,1.31,0,18/03/2011
189,2,1.31,0,18/03/2011
189,4,1.31,0,18/03/2011
189,5,1.31,0,18/03/2011
189,6,1.31,0,18/03/2011
194,1,0.91,100,24/02/2011
194,2,0.91,36,24/02/2011
194,4,0.91,65,24/02/2011
194,5,0.91,80,24/02/2011
194,6,0.91,45,24/02/2011
194,8,0.91,150,24/02/2011
195,3,0.29,60,03/02/2011
195,12,0.29,7,03/02/2011
195,1,0.29,200,03/02/2011
198,1,0.43,150,15/02/2011
198,3,0.43,150,15/02/2011
198,4,0.43,60,15/02/2011
199,5,0.94,600,20/02/2011
199,1,0.94,0,17/04/2010
199,1,0.94,1200,20/02/2011
199,2,0.94,0,17/04/2010
199,6,0.94,90,20/02/2011
199,3,0.94,0,17/04/2010
199,4,0.94,0,17/04/2010
199,4,0.94,120,20/02/2011
199,2,0.94,432,20/02/2011
199,5,0.94,0,17/04/2010
203,1,0.12,30,15/02/2011
203,2,0.12,20,15/02/2011
203,3,0.12,60,15/02/2011
203,4,0.12,30,15/02/2011
203,12,0.12,10,15/02/2011
203,7,0.12,10,15/02/2011
203,8,0.12,10,15/02/2011
204,1,0.96,62,12/04/2010
204,2,0.96,0,12/04/2010
204,3,0.96,110,12/04/2010
204,4,0.96,63,12/04/2010
204,5,0.96,10,12/04/2010
205,1,0.78,105,30/03/2010
205,2,0.78,0,30/03/2010
205,3,0.78,16,30/03/2010
205,4,0.78,41,30/03/2010
205,5,0.78,2,30/03/2010
206,1,0.43,45,26/01/2011
206,3,0.43,240,26/01/2011
206,4,0.43,120,26/01/2011
206,12,0.43,25,26/01/2011
207,1,0.46,150,02/02/2011
207,3,0.46,130,02/02/2011
207,4,0.46,60,02/02/2011
207,7,0.46,40,02/02/2011
208,1,1.02,350,13/02/2011
208,3,1.02,300,13/02/2011
208,4,1.02,180,13/02/2011
208,12,1.02,30,13/02/2011
210,1,0.5,150,22/03/2011
210,3,0.5,120,22/03/2011
210,4,0.5,100,22/03/2011
210,12,0.5,30,22/03/2011
210,7,0.5,30,22/03/2011
212,1,0.51,0,16/04/2010
212,2,0.51,0,16/04/2010
212,3,0.51,0,16/04/2010
212,4,0.51,0,16/04/2010
212,5,0.51,0,16/04/2010
213,1,0.17,80,15/02/2011
213,3,0.17,50,15/02/2011
213,4,0.17,30,15/02/2011
213,7,0.17,15,15/02/2011
213,14,0.17,20,15/02/2011
216,1,0.39,120,15/02/2011
216,3,0.39,10,15/02/2011
216,12,0.39,0,15/02/2011
216,13,0.39,280,15/02/2011
216,7,0.39,120,15/02/2011
217,1,0.69,0,25/03/2010
217,2,0.69,0,25/03/2010
217,3,0.69,0,25/03/2010
217,4,0.69,0,25/03/2010
217,5,0.69,0,25/03/2010
219,1,0.26,120,21/02/2011
219,3,0.26,290,21/02/2011
219,4,0.26,60,21/02/2011
220,1,0.62,0,10/04/2010
220,2,0.62,0,10/04/2010
220,3,0.62,0,10/04/2010
220,4,0.62,0,10/04/2010
220,5,0.62,0,10/04/2010
221,1,0.95,0,15/04/2010
221,2,0.95,0,15/04/2010
221,3,0.95,0,15/04/2010
221,4,0.95,0,15/04/2010
221,5,0.95,0,15/04/2010
226,1,0.94,0,17/04/2010
226,1,0.46,570,15/03/2011
226,2,0.94,0,17/04/2010
226,2,0.46,205,15/03/2011
226,3,0.94,0,17/04/2010
226,3,0.46,21,15/03/2011
226,4,0.94,0,17/04/2010
226,4,0.46,525,15/03/2011
226,5,0.94,0,17/04/2010
226,5,0.46,176,15/03/2011
226,6,0.46,7,15/03/2011
230,1,0.68,0,16/04/2010
230,2,0.68,0,16/04/2010
230,3,0.68,0,16/04/2010
230,4,0.68,0,16/04/2010
230,5,0.68,0,16/04/2010
233,1,0.5,44,06/04/2010
233,10,0.5,16.7,06/04/2010
233,11,0.5,26.4,06/04/2010
233,2,0.5,0,06/04/2010
233,3,0.5,0,06/04/2010
233,4,0.5,0,06/04/2010
233,12,0.5,0,06/04/2010
233,6,0.5,0,06/04/2010
233,13,0.5,0,06/04/2010
233,7,0.5,0,06/04/2010
233,8,0.5,0,06/04/2010
233,9,0.5,0,06/04/2010
233,14,0.5,0,06/04/2010
233,15,0.5,0,06/04/2010
233,16,0.5,0,06/04/2010
233,1,0.3,120,05/02/2011
233,2,0.3,30,05/02/2011
233,3,0.3,120,05/02/2011
233,4,0.3,50,05/02/2011
233,12,0.3,40,05/02/2011
233,7,0.3,70,05/02/2011
234,1,0.86,0,20/04/2010
234,2,0.86,0,20/04/2010
234,3,0.86,0,20/04/2010
234,4,0.86,0,20/04/2010
234,5,0.86,0,20/04/2010
235,1,0.71,0,30/03/2010
235,2,0.71,0,30/03/2010
235,3,0.71,0,30/03/2010
235,4,0.71,0,30/03/2010
235,5,0.71,0,30/03/2010
239,1,0.45,130,25/02/2011
239,3,0.45,100,25/02/2011
239,4,0.45,600,25/02/2011
239,12,0.45,300,25/02/2011
240,1,0.87,0,30/03/2010
240,1,1.35,0,30/03/2011
240,2,0.87,0,30/03/2010
240,2,1.35,0,30/03/2011
240,3,0.87,0,30/03/2010
240,4,0.87,0,30/03/2010
240,4,1.35,0,30/03/2011
240,5,0.87,0,30/03/2010
240,5,1.35,0,30/03/2011
240,6,1.35,0,30/03/2011
247,4,0.16,25,10/03/2011
247,1,0.16,60,10/03/2011
247,3,0.16,40,10/03/2011
247,12,0.16,10,10/03/2011
247,7,0.16,10,10/03/2011
250,4,0.48,100,15/02/2011
250,1,0.48,100,15/02/2011
250,3,0.48,190,15/02/2011
254,2,0.98,0,16/04/2010
254,3,0.98,46,16/04/2010
254,4,0.98,38,16/04/2010
254,5,0.98,3,16/04/2010
254,1,0.98,76,16/04/2010
257,1,0.55,180,03/02/2011
257,3,0.55,290,03/02/2011
257,4,0.55,170,03/02/2011
259,7,0.5,0,07/04/2010
259,12,0.5,6,07/04/2010
259,6,0.5,0,07/04/2010
259,13,0.5,0,07/04/2010
259,1,0.5,13,07/04/2010
259,10,0.5,4.9,07/04/2010
259,11,0.5,7.8,07/04/2010
259,2,0.5,0,07/04/2010
259,3,0.5,0,07/04/2010
259,4,0.5,0,07/04/2010
259,8,0.5,0,07/04/2010
259,9,0.5,0,07/04/2010
